kitchen_features,floor_covering,Dishwasher,Garbage Disposal,Refigerator,Microwave,Oven,Gas Range,Electric Range,Double Sink,Island,Pantry,Wood,Stone,Carpet,Ceramic,Tile
"Dishwasher, Double Sink, Electric Range, Garbage Disposal, Lazy Susan, Pantry: Cabinet, Refrigerator, Appliance Color: Stainless, Microwave: area, Oven: double","Carpet, Ceramic Tile, Mexican Tile",True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","Carpet, Ceramic Tile",True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
"Dishwasher, Garbage Disposal, Gas Range, Island, Pantry: Walk-In, Appliance Color: Stainless, Microwave: Built in","Carpet, Other: Porcelain Tile",True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","Carpet, Natural Stone, Wood",True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",Concrete,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",Concrete,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"Dishwasher, Freezer, Garbage Disposal, Refrigerator, Microwave, Oven","Carpet, Ceramic Tile",True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","Carpet, Ceramic Tile",True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","Carpet, Ceramic Tile, Natural Stone",True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","Ceramic Tile, Other",True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
"Compactor, Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","Carpet, Ceramic Tile",False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","Carpet, Ceramic Tile",True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","Carpet, Ceramic Tile, Wood",True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","Carpet, Ceramic Tile, Wood",True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","Carpet, Natural Stone, Wood",True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
"Garbage Disposal, Refrigerator, Microwave, Oven","Ceramic Tile, Concrete, Natural Stone",False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
"Dishwasher, Garbage Disposal, Microwave, Oven","Carpet, Ceramic Tile",True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
"Compactor, Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","Carpet, Ceramic Tile, Natural Stone",False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","Carpet, Ceramic Tile, Concrete, Wood",True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","Carpet, Concrete, Wood",True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","Carpet, Ceramic Tile",True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","Carpet, Mexican Tile",True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
"Dishwasher, Garbage Disposal, Refrigerator, Oven","Carpet, Concrete",True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","Carpet, Natural Stone",True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
"Dishwasher, Garbage Disposal, Microwave, Oven","Carpet, Ceramic Tile, Vinyl",True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",Mexican Tile,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","Carpet, Ceramic Tile, Other",True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","Ceramic Tile, Concrete, Wood",True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","Carpet, Ceramic Tile",True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
"Dishwasher, Garbage Disposal, Microwave, Oven","Carpet, Natural Stone",True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",Ceramic Tile,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
"Dishwasher, Refrigerator, Oven","Ceramic Tile, Concrete, Wood",True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",Other,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","Carpet, Ceramic Tile",True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
"Dishwasher, Double Sink, Garbage Disposal, Gas Range, Prep Sink, Refrigerator, Appliance Color: Stainless",Concrete,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"Dishwasher, Double Sink, Freezer, Garbage Disposal, Gas Range, Refrigerator, Reverse Osmosis, Appliance Color: Stainless, Countertops: granite","Carpet, Natural Stone, Wood",True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
"Dishwasher, Refrigerator","Ceramic Tile, Wood",True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
"Dishwasher, Double Sink, Garbage Disposal, Gas Range, Island, Pantry: Walk-In, Refrigerator, Appliance Color: Stainless, Countertops: Granite","Concrete, Natural Stone",True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"Dishwasher, Garbage Disposal","Carpet, Concrete, Vinyl",True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
"Desk, Dishwasher, Garbage Disposal, Refrigerator, Countertops: granite","Carpet, Mexican Tile",False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
"Dishwasher, Garbage Disposal, Gas Range, Pantry: Closet, Appliance Color: Stainless, Countertops: Quartz, Microwave: Upgraded, Oven: Dual","Carpet, Ceramic Tile",True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
"Dishwasher, Gas Range, Refrigerator, Appliance Color: Stainless","Concrete, Mexican Tile",True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"Desk, Dishwasher, Double Sink, Electric Range, Garbage Disposal, Reverse Osmosis, Warming Drawer, Appliance Color: Stainless, Countertops: Granite","Carpet, Ceramic Tile, Concrete, Wood",False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
"Dishwasher, Double Sink, Garbage Disposal, Gas Range, Island, Pantry: Walk-In, Appliance Color: Stainless, Microwave: Monogram, Oven: Monogram",Ceramic Tile,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
"Dishwasher, Garbage Disposal, Gas Range, Island, Pantry: Walk-In, Refrigerator, Appliance Color: Stainless, Countertops: granite, Oven: double","Carpet, Ceramic Tile, Laminate",True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
"Dishwasher, Garbage Disposal, Gas Range, Island, Refrigerator, Appliance Color: Stainless, Microwave: Stainless Steel, Oven: Stainless Steel","Carpet, Ceramic Tile",True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
"Dishwasher, Double Sink, Electric Range, Garbage Disposal, Pantry: Cabinet, Refrigerator, Oven: yes","Concrete, Wood",True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"Dishwasher, Garbage Disposal, Gas Range, Refrigerator, Appliance Color: Stainless",Concrete,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"Dishwasher, Gas Range","Carpet, Ceramic Tile, Wood",True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
"Dishwasher, Electric Range, Garbage Disposal, Island, Refrigerator, Wet Bar, Microwave","Carpet, Ceramic Tile",True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
"Compactor, Dishwasher, Double Sink, Electric Range, Garbage Disposal, Pantry: Cabinet, Refrigerator, Wet Bar, Countertops: Tile, Microwave, Oven",Mexican Tile,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"Dishwasher, Double Sink, Garbage Disposal, Gas Range, Pantry: Walk-In, Refrigerator, Water Purifier, Appliance Color: Stainless, Countertops: Granite, Microwave: SS, Oven: SS","Carpet, Ceramic Tile, Wood",True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
"Dishwasher, Electric Range, Garbage Disposal, Lazy Susan, Pantry: Closet, Refrigerator","Carpet, Ceramic Tile",True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
"Garbage Disposal, Gas Range, Island, Lazy Susan, Pantry: Walk-In, Refrigerator, Reverse Osmosis, Appliance Color: Stainless, Countertops: Tile, Microwave: Stainless, Oven: Stainless","Concrete, Wood",False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
"Desk, Dishwasher, Double Sink, Electric Range, Garbage Disposal, Island, Lazy Susan, Prep Sink, Refrigerator, Wet Bar, Countertops: Corian, Microwave: Built-In, Oven: Double","Carpet, Mexican Tile",False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
"Dishwasher, Garbage Disposal, Gas Range, Island, Pantry: Walk-In, Refrigerator, Water Purifier, Appliance Color: Black, Countertops: granite, Microwave: built in","Carpet, Ceramic Tile, Natural Stone",True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
"Dishwasher, Garbage Disposal, Gas Range, Island, Lazy Susan, Pantry: Closet, Refrigerator, Warming Drawer, Appliance Color: Stainless, Countertops: Granite, Microwave: -, Oven: -","Carpet, Ceramic Tile",True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
"Dishwasher, Double Sink, Garbage Disposal, Refrigerator, Appliance Color: Stainless, Countertops: Quartz, Microwave: Stainless, Oven: Double","Carpet, Laminate, Natural Stone",True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
"Dishwasher, Garbage Disposal, Microwave, Oven","Carpet, Ceramic Tile, Other",True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
"Double Sink, Electric Range, Island, Pantry: Walk-In, Refrigerator, Wet Bar, Appliance Color: Black, Countertops: Granite, Microwave: built in, Oven: built in","Carpet, Ceramic Tile, Wood",False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
"Dishwasher, Garbage Disposal, Microwave, Oven","Ceramic Tile, Wood",True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
"Dishwasher, Refrigerator, Microwave, Oven",Concrete,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"Desk, Dishwasher, Double Sink, Garbage Disposal, Gas Range, Island, Pantry: Walk-In, Prep Sink, Refrigerator, Reverse Osmosis, Appliance Color: Stainless, Countertops: Granite, Microwave: Stainless, Oven: Double","Carpet, Natural Stone",False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","Carpet, Ceramic Tile",True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","Carpet, Ceramic Tile",True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","Carpet, Ceramic Tile",True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","Carpet, Natural Stone, Wood",True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
"Dishwasher, Freezer, Garbage Disposal, Refrigerator, Oven","Carpet, Ceramic Tile",True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","Natural Stone, Wood",True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","Concrete, Wood",True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"Compactor, Dishwasher, Double Sink, Garbage Disposal, Gas Range, Island, Pantry: Walk-In, Refrigerator, Reverse Osmosis, Water Purifier, Appliance Color: Stainless, Countertops: Granite, Oven: Electric","Carpet, Other: Talavera Floors",False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
"Dishwasher, Garbage Disposal, Gas Range, Pantry: Closet, Refrigerator, Water Purifier, Appliance Color: Stainless",Concrete,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"Dishwasher, Double Sink, Garbage Disposal, Island, Pantry: Closet, Refrigerator, Countertops: granite, Microwave: stainless steel, Oven: double ovens","Carpet, Mexican Tile",True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
"Dishwasher, Double Sink, Garbage Disposal, Gas Range, Refrigerator",Ceramic Tile,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
"Dishwasher, Garbage Disposal, Gas Range, Island, Pantry: Walk-In, Appliance Color: Stainless, Countertops: Granite, Microwave: -, Oven: -","Carpet, Ceramic Tile, Other: Vinyl Plank",True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
"Dishwasher, Double Sink, Garbage Disposal, Gas Range, Island, Pantry: Closet, Appliance Color: Stainless, Countertops: Marble Slab, Microwave: Built In, Oven: Double Wall","Carpet, Ceramic Tile",True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","Carpet, Ceramic Tile",True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","Carpet, Ceramic Tile",True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
"Dishwasher, Garbage Disposal, Microwave, Oven","Carpet, Wood",True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","Carpet, Natural Stone",True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","Carpet, Natural Stone",True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
"Dishwasher, Double Sink, Garbage Disposal, Gas Range, Island, Pantry: Closet, Appliance Color: Stainless, Countertops: Quartz, Microwave: Stainless, Oven: Stainless","Carpet, Ceramic Tile",True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
"Dishwasher, Garbage Disposal, Gas Range, Pantry: Walk-In, Refrigerator",Natural Stone,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"Dishwasher, Garbage Disposal, Gas Range, Island, Pantry: Walk-In, Refrigerator, Appliance Color: Stainless, Countertops: Granite, Microwave: Stainless","Carpet, Ceramic Tile",True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
"Dishwasher, Refrigerator, Oven","Carpet, Ceramic Tile",True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","Carpet, Mexican Tile",True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","Carpet, Natural Stone",True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
"Dishwasher, Refrigerator, Microwave, Oven","Carpet, Ceramic Tile, Natural Stone",True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",Ceramic Tile,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
"Dishwasher, Garbage Disposal, Refrigerator, Oven",Mexican Tile,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","Carpet, Natural Stone",True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
"Dishwasher, Garbage Disposal, Refrigerator, Oven","Carpet, Ceramic Tile",True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","Carpet, Ceramic Tile",True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","Carpet, Ceramic Tile, Natural Stone",True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
"Dishwasher, Refrigerator, Oven","Carpet, Ceramic Tile",True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
"Compactor, Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","Carpet, Ceramic Tile",False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","Carpet, Ceramic Tile",True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","Carpet, Ceramic Tile, Mexican Tile",True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
"Dishwasher, Double Sink, Electric Range, Freezer, Garbage Disposal, Refrigerator, Appliance Color: Stainless, Countertops: Granite/ Silstone, Microwave: Kenmore, Oven: Kenmore","Carpet, Natural Stone, Wood",True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
"Dishwasher, Double Sink, Garbage Disposal, Gas Range, Lazy Susan, Pantry: Closet, Refrigerator, Appliance Color: Stainless, Countertops: Granite, Microwave: Stainless, Oven: Stainless","Carpet, Mexican Tile",True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
"Dishwasher, Electric Range, Garbage Disposal, Island, Pantry: Butler, Refrigerator, Appliance Color: Almond, Countertops: Tile, Oven: Double","Ceramic Tile, Wood",True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
"Dishwasher, Double Sink, Garbage Disposal, Gas Range, Pantry: Cabinet, Refrigerator, Water Purifier, Appliance Color: Stainless, Countertops: Granite, Microwave: Stainless Viking, Oven: Stainless Viking","Carpet, Ceramic Tile",True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
"Desk, Dishwasher, Electric Range, Garbage Disposal, Indoor Grill, Island, Pantry: Closet, Refrigerator, Reverse Osmosis, Wet Bar, Appliance Color: Black, Countertops: Formica, Microwave: -, Oven: -","Carpet, Mexican Tile, Natural Stone",False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
"Dishwasher, Double Sink, Garbage Disposal, Gas Range, Refrigerator, Appliance Color: White, Countertops: ceramic tile, Oven: double",Concrete,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"Dishwasher, Garbage Disposal, Gas Range, Pantry: Cabinet, Refrigerator, Appliance Color: Stainless, Countertops: concrete, Microwave: inset cabinet, Oven: gas","Concrete, Wood",True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"Dishwasher, Double Sink, Garbage Disposal, Island, Pantry: Cabinet, Refrigerator, Appliance Color: Almond","Carpet, Mexican Tile",True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
"Dishwasher, Double Sink, Garbage Disposal, Gas Range, Island, Pantry: Butler, Prep Sink, Appliance Color: Stainless","Carpet, Ceramic Tile",True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","Carpet, Natural Stone",True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","Carpet, Ceramic Tile",True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","Mexican Tile, Wood",True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"Dishwasher, Garbage Disposal, Gas Range, Island, Pantry: Closet, Appliance Color: Stainless, Countertops: Granite","Carpet, Ceramic Tile",True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","Carpet, Ceramic Tile",True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","Carpet, Natural Stone, Other",True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
"Dishwasher, Microwave, Oven","Carpet, Ceramic Tile",True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
"Compactor, Dishwasher, Garbage Disposal, Refrigerator, Oven","Carpet, Ceramic Tile, Vinyl",False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",Concrete,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","Carpet, Natural Stone",True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","Carpet, Natural Stone",True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
"Compactor, Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","Carpet, Ceramic Tile",False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
"Compactor, Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","Carpet, Ceramic Tile",False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","Carpet, Wood",True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","Carpet, Ceramic Tile",True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","Carpet, Ceramic Tile",True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Dishwasher,"Carpet, Ceramic Tile",True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
"Dishwasher, Garbage Disposal, Gas Range, Island, Pantry: Cabinet, Refrigerator, Wet Bar, Appliance Color: Stainless","Carpet, Natural Stone",True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
"Compactor, Dishwasher, Garbage Disposal, Refrigerator, Water Purifier, Appliance Color: White, Countertops: Granite, Oven: Double","Carpet, Ceramic Tile, Wood",False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
"Dishwasher, Garbage Disposal, Gas Range, Island, Lazy Susan, Pantry: Closet, Refrigerator, Appliance Color: Stainless, Countertops: Granite, Oven: .","Carpet, Concrete, Mexican Tile, Wood",True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
"Dishwasher, Electric Range, Garbage Disposal, Island, Lazy Susan, Pantry: Walk-In, Refrigerator, Appliance Color: Stainless, Countertops: Granite, Microwave: Stainless","Carpet, Ceramic Tile, Wood",True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
"Gas Range, Island, Pantry: Butler, Refrigerator, Appliance Color: Stainless, Countertops: Granite, Oven: Double SS","Carpet, Ceramic Tile, Laminate",False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
"Dishwasher, Garbage Disposal, Gas Range, Island, Lazy Susan, Pantry: Closet, Refrigerator, Appliance Color: Stainless, Countertops: Granite, Microwave: -, Oven: 2","Carpet, Ceramic Tile",True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
"Dishwasher, Double Sink, Garbage Disposal, Pantry: Cabinet, Appliance Color: Black, Countertops: tile","Carpet, Mexican Tile",True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
"Dishwasher, Double Sink, Garbage Disposal, Gas Range, Indoor Grill, Island, Pantry: Butler, Refrigerator, Reverse Osmosis, Wet Bar, Appliance Color: Stainless, Countertops: Labradorite Granite",Other: Porcelain,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"Desk, Dishwasher, Double Sink, Garbage Disposal, Gas Range, Pantry: Closet, Refrigerator, Reverse Osmosis, Warming Drawer, Water Purifier, Appliance Color: Stainless, Countertops: Granite, Microwave: Stainless, Oven: Double-Stainless","Carpet, Ceramic Tile",False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
"Dishwasher, Double Sink, Garbage Disposal, Gas Range, Island, Pantry: Closet, Refrigerator, Appliance Color: Stainless, Countertops: Granite, Microwave: Stainless, Oven: Stainless","Carpet, Ceramic Tile",True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
"Dishwasher, Garbage Disposal, Microwave, Oven",Concrete,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"Compactor, Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","Carpet, Ceramic Tile",False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
"Dishwasher, Double Sink, Garbage Disposal, Gas Range, Island, Pantry: Walk-In, Refrigerator, Appliance Color: Stainless, Countertops: Granite, Microwave: Built-in, Oven: Double","Carpet, Ceramic Tile",True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
"Dishwasher, Freezer, Garbage Disposal, Refrigerator, Microwave, Oven",Other,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","Mexican Tile, Wood",True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",Other,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",Other,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"Dishwasher, Garbage Disposal, Microwave, Oven","Carpet, Mexican Tile",True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
"Dishwasher, Double Sink, Garbage Disposal, Gas Range, Island, Pantry: Closet, Prep Sink, Refrigerator, Appliance Color: Stainless, Countertops: granite",Mexican Tile,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"Dishwasher, Garbage Disposal, Gas Range, Indoor Grill, Island, Pantry: Walk-In, Refrigerator, Warming Drawer, Appliance Color: Stainless, Countertops: Granite","Carpet, Natural Stone",True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
"Dishwasher, Double Sink, Garbage Disposal, Gas Range, Island, Lazy Susan, Pantry: Walk-In, Appliance Color: Black, Microwave: GE, Oven: GE","Carpet, Ceramic Tile",True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
"Compactor, Dishwasher, Garbage Disposal, Pantry: Walk-In, Refrigerator, Appliance Color: Stainless, Countertops: Quartz, Microwave: Drawer Built In, Oven: 2-Electric","Carpet, Ceramic Tile",False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
"Dishwasher, Double Sink, Garbage Disposal, Island, Pantry: Walk-In","Concrete, Mexican Tile",True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"Desk, Dishwasher, Double Sink, Electric Range, Garbage Disposal, Pantry: Walk-In, Refrigerator, Appliance Color: Almond, Countertops: Granite, Microwave: included, Oven: electric/dual","Carpet, Ceramic Tile, Mexican Tile",False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
"Desk, Dishwasher, Double Sink, Garbage Disposal, Gas Range, Pantry: Walk-In, Appliance Color: Stainless, Countertops: Granite, Oven: Double","Carpet, Mexican Tile",False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
"Dishwasher, Double Sink, Electric Range, Island, Pantry: Walk-In, Appliance Color: Stainless, Countertops: Granite, Oven: Electric","Ceramic Tile, Concrete",True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","Carpet, Mexican Tile",True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
