,Value,Input
35468,0,shinzon
35469,0,do you trust me now
35470,0,a beat
35471,0,picard
35472,0,we need to talk just you and
35473,0,i
35474,0,shinzon
35475,0,come to dinner on romulus
35476,0,tomorrow just the two of us
35477,0,or just the one of us
35478,0,picard
35479,0,you know i need to verify
35480,0,this
35481,0,shinzon
35482,0,i know
35483,0,the crew is utterly confused their confusion turns
35484,0,to outright shock when shinzon calmly pulls out a
35485,0,reman knife and cuts his arm drawing a little
35486,0,blood he hands the knife to data
35487,0,shinzon
35488,0,tomorrow then captain we
35489,0,have so much to discuss
35490,0,picard touches his communicator pin
35491,0,picard
35492,0,picard to enterprise five to
35493,0,beam out
35494,0,they dematerialize the shimmering glow illuminat
35495,0,ing shinzons features picards eyes never leave
35496,0,shinzon as the transporter effect ripples around
35497,0,him
35498,0,int enterprise sickbay day
35499,0,beverly stands with picard riker and deanna the
35500,0,reman knife is under a protonmicroscope and other
35501,0,medical readouts and analysis are visible
35502,0,beverly
35503,0,theres no doubt captain
35504,0,right down to your regressive
35505,0,strain of shalafts syndrome
35506,0,hes a clone
35507,0,a beat as the confirmation sinks in
35508,0,picard
35509,0,when was he created
35510,0,beverly
35511,0,about twentyfive years ago
35512,0,they probably used a hair
35513,0,follicle or skin cell
35514,0,picard
35515,0,touching head
35516,0,i think a skin cell s the
35517,0,more likely of the two
35518,0,riker
35519,0,why
35520,0,picard
35521,0,believe me number one im
35522,0,going to find out contact
35523,0,starfleet command and inform
35524,0,them of the situation i
35525,0,need to know where the hell
35526,0,he came from deanna
35527,0,he goes deanna following
35528,0,int enterprise corridor following
35529,0,deanna
35530,0,i would say hes been trained
35531,0,to resist telepathy what i
35532,0,could sense of his emotions
35533,0,were erratic very hard to
35534,0,follow
35535,0,picard
35536,0,is he sincere about wanting
35537,0,peace
35538,0,deanna
35539,0,i dont know
35540,0,deanna stops him
35541,0,deanna
35542,0,contd
35543,0,sir the strongest sense i
35544,0,had was that hes more than
35545,0,urious about you he very
35546,0,much wants to know you
35547,0,she looks at
35548,0,him deeply
35549,0,the same way you want to
35550,0,know him
35551,0,picard
35552,0,how could i not
35553,0,deanna
35554,0,captain dont assume hes
35555,0,anything like you are you
35556,0,should resist the urge to
35557,0,think you know him
35558,0,picard
35559,0,i not only know him deanna
35560,0,i am him and he is me
35561,0,he goes
35562,0,int enterprise riker and deannas cabin night
35563,0,riker is hard at work over a series of padds he
35564,0,has been working for hours
35565,0,deanna
35566,0,will you need to rest
35567,0,riker continues to work
35568,0,deanna
35569,0,contd
35570,0,as ships counselor im
35571,0,recommending you get me sleep
35572,0,riker tosses a padd on the desk rubs his eyes
35573,0,looks up her
35574,0,riker
35575,0,some honeymoon
35576,0,she smiles and goes to him
35577,0,deanna
35578,0,we have time
35579,0,she kisses him
35580,0,come to bed
35581,0,she pulls him up
35582,0,riker
35583,0,imzadi what am i going to do
35584,0,with you
35585,0,they kiss deeply she pulls him across the room
35586,0,and they fall into the bed
35587,0,it is passionate erotic her arms undulate around
35588,0,him sensually her fingers snake through his hair
35589,0,but something is wrong rikers hair is now blond
35590,0,she starts back her eyes growing wide
35591,0,riker is gone she is now embracing shinzon
35592,0,shinzon
35593,0,imzadi this is so good
35594,0,deanna
35595,0,no
35596,0,he caresses her face
35597,0,shinzon
35598,0,he can never know you as i
35599,0,know you he can never touch
35600,0,you as i touch you
35601,0,deanna
35602,0,this isnt real
35603,0,shinzon
35604,0,can you feel my hands are
35605,0,they real can you feel my
35606,0,lips my loins
35607,0,he kisses her neck but when he raises his head
35608,0,again it is the monstrous viceroy holding her
35609,0,caressing her she is frozen in horror but is it
35610,0,the viceroy at all
35611,0,shinzons voice seems to come from the viceroys
35612,0,lips
35613,0,shinzon
35614,0,vo
35615,0,im with you imzadi
35616,0,and then it is shinzon again kissing her
35617,0,shinzon
35618,0,ill always be with you now
35619,0,now and forever
35620,0,deanna
35621,0,you sick bastard
35622,0,she pushes him away
35623,0,riker
35624,0,deanna what s with the
35625,0,name calling
35626,0,it is riker she stares at him then clings to him
35627,0,desperately
35628,0,ext romulan senate day
35629,0,the byzantine splendors of the senate loom before
35630,0,us
35631,0,int romulan senate chamber day
35632,0,
35633,0,heavy drapes are drawn against any hint of the
35634,0,sun shinzon is in conference with the romulan
35635,0,commanders and senator talaura commander
35636,0,donatra watches him closely
35637,0,commander suran is angry pacing shinzon stands
35638,0,his viceroy lurks in a corner
35639,0,suran
35640,0,then i dont understand the
35641,0,reason for the delay
35642,0,shinzon
35643,0,you dont have to understand
35644,0,suran
35645,0,and bringing the enterprise
35646,0,here what possible purpose
35647,0,could that serve
35648,0,shinzon
35649,0,i have a purpose
35650,0,suran
35651,0,then perhaps you will enlight
35652,0,en us
35653,0,shinzon
35654,0,snaps
35655,0,silence romulan
35656,0,a tense beat shinzon regains his composure
35657,0,shinzon
35658,0,you must learn patience
35659,0,commander do you know where
35660,0,i learned it in the dilithium
35661,0,mines of remus spend eighteen
35662,0,hours every day under the
35663,0,ash of a romulan guard s whip
35664,0,and youll soon understand
35665,0,patience
35666,0,suran
35667,0,carefully bows his
35668,0,head
35669,0,praetor
35670,0,shinzon
35671,0,now go i have some personal
35672,0,business
35673,0,suran and the others go
35674,0,donatra turns just as she is leaving the chamber
35675,0,she sees the viceroy going to shinzon and then do
35676,0,something odd the viceroy puts his hand on
35677,0,shinzons chest leans very close and talks to him
35678,0,quietly this is an ancient form of reman tele
35679,0,pathic medical diagnosis
35680,0,this strange sight perplexes donatra the doors
35681,0,close blocking her view
35682,0,int senate corridor following
35683,0,we go with donatra and the other romulans donatra
35684,0,speaks quietly to suran
35685,0,donatra
35686,0,how long before he has us in
35687,0,the dilithium mines
35688,0,int enterprise datas cabin day
35689,0,the b sits placidly in a chair staring forward
35690,0,then as if a switch was thrown he moves he
35691,0,quickly rises and goes to a computer console he
35692,0,efficiently starts punching in commands at an
35693,0,amazing velocity
35694,0,int romulan senate chamber night
35695,0,picard and shinzon sit alone in a corner of the
35696,0,sweeping senate chamber the remains of dinner
35697,0,before them
35698,0,shinzon
35699,0,and when i was ready they
35700,0,were going to replace you
35701,0,with me an exact biological
35702,0,duplicate put a romulan
35703,0,agent at the heart of
35704,0,starfleet toinfluence your
35705,0,command structure it was a
35706,0,bold plan
35707,0,picard
35708,0,what happened
35709,0,shinzon
35710,0,as happens so frequently here
35711,0,on romulus a new government
35712,0,came to power they decided
35713,0,to abandon the plan
35714,0,frankly i think they were
35715,0,afraid id be discovered and
35716,0,it would lead to war they
35717,0,werent ready for that
35718,0,picard pours a glass of romulan ale
35719,0,shinzon
35720,0,romulan ale im surprised
35721,0,i cant stand it
35722,0,picard
35723,0,smiles
35724,0,youll acquire a taste for it
35725,0,a beat they look at each other
35726,0,shinzon
35727,0,its not quite the face you
35728,0,remember
35729,0,picard
35730,0,not quite i envy the hair
35731,0,line
35732,0,shinzon
35733,0,a lifetime of violence will
35734,0,do that my nose was broken
35735,0,four times and my jaw but
35736,0,so much is the same the
35737,0,eyes you recognize the eyes
35738,0,picard
35739,0,yes the eyes have it
35740,0,shinzon
35741,0,our eyes reflect our lives
35742,0,dont they yours are so
35743,0,confident
35744,0,picard
35745,0,how did you end up on remus
35746,0,shinzon
35747,0,they sent me there to die
35748,0,how could a mere human
35749,0,survive the dilithium mines
35750,0,it was
35751,0,he cant find
35752,0,the words
35753,0,i was a slave and a monster
35754,0,the only thing the romulan
35755,0,guards hated more than the
35756,0,remans was me but one man
35757,0,took pity on me the man who
35758,0,became my viceroy he taught
35759,0,me how to survive and in
35760,0,that dark place where there
35761,0,was nothing of myself i
35762,0,found my reman brothers
35763,0,they showed me the only
35764,0,kindness i ever knew
35765,0,a beat he glances to the romulan crest on the
35766,0,wall
35767,0,shinzon
35768,0,for thousands of years the romulan senate has met
35769,0,in this chamber and dictated the fate of its
35770,0,sisterplanet but the time has come for us to
35771,0,live as equals
35772,0,picard
35773,0,youre doing this to liberate
35774,0,the remans
35775,0,shinzon
35776,0,no race should be a slave to
35777,0,another
35778,0,picard is impressed with shinzons quiet words
35779,0,shinzon
35780,0,you dont trust me
35781,0,picard
35782,0,i have no reason to
35783,0,shinzon
35784,0,of course you do if you had
35785,0,lived my life and experienced
35786,0,the suffering of my people
35787,0,you d be sitting where i am
35788,0,now at least i hope you
35789,0,would
35790,0,picard
35791,0,and if you had lived my life
35792,0,you would understand that
35793,0,there is a great respons
35794,0,ibility in representing the
35795,0,federation i cant let my
35796,0,personal feelings unduly
35797,0,influence my decisions
35798,0,shinzon
35799,0,all i have is my personal
35800,0,feelings i wasnt raised
35801,0,with the ideals of the
35802,0,federation but im trying to
35803,0,understand them now to live
35804,0,up to them to live up to
35805,0,you
35806,0,a beat
35807,0,shinzon
35808,0,i want to know where i come
35809,0,from the remans gave me a
35810,0,future you can tell me about
35811,0,my past
35812,0,picard
35813,0,theres so much and so much
35814,0,of it is dull
35815,0,shinzon
35816,0,were we always explorers
35817,0,picard
35818,0,no i was the first picard to
35819,0,leave earth it caused quite
35820,0,a stir in fact but i had
35821,0,spent my whole life
35822,0,shinzon
35823,0,finishing the
35824,0,sentence
35825,0,looking up at the stars
35826,0,picard
35827,0,yes
35828,0,shinzon
35829,0,and you dreamed about what
35830,0,was up there about
35831,0,picard
35832,0,finishing the
35833,0,sentence
35834,0,new worlds
35835,0,a beat
35836,0,they both reach for a carafe of water at the exact
35837,0,same instant stop
35838,0,picard
35839,0,after you praetor
35840,0,shinzon
35841,0,smiles
35842,0,age before rank jean luc
35843,0,picard smiles pours a glass
35844,0,picard
35845,0,so im not as tall as you
35846,0,expected
35847,0,shinzon
35848,0,i always hoped i would hit
35849,0,two meters
35850,0,picard
35851,0,with a full head of hair
35852,0,shinzon
35853,0,smiles
35854,0,there is that
35855,0,a quiet beat
35856,0,picard
35857,0,shinzon im trying to
35858,0,believe you
35859,0,shinzon
35860,0,i know
35861,0,picard
35862,0,if theres one ideal the
35863,0,federation holds most dear
35864,0,its that all men all races
35865,0,can be united from the
35866,0,first time the vulcans came
35867,0,to earth weve sought a
35868,0,future of peace nothing
35869,0,would make me more proud than
35870,0,to take your hand in friend
35871,0,ship in time when trust
35872,0,has been earned
35873,0,shinzon
35874,0,im honored to think i might
35875,0,someday speak with such
35876,0,eloquence
35877,0,a beat
35878,0,shinzon
35879,0,in time jean luc
35880,0,picard
35881,0,in time
35882,0,int senate chamber later
35883,0,picard is gone shinzon sits thinking his viceroy
35884,0,enters
35885,0,viceroy
35886,0,this is a mistake
35887,0,shinzon
35888,0,hes gentler than i thought
35889,0,and he has a sense of humor
35890,0,viceroy
35891,0,stern
35892,0,dont forget our mission
35893,0,shinzon we should act now
35894,0,time is running out
35895,0,shinzon
35896,0,snaps
35897,0,my time ill spend it how i
35898,0,choose
35899,0,a tense beat
35900,0,shinzon
35901,0,well return to the scimitar
35902,0,prepare yourself for the
35903,0,bonding
35904,0,int enterprise bridge night
35905,0,picard emerges from the turbolift data worf and
35906,0,geordi wait at the bridge engineering station
35907,0,worf
35908,0,sir weve had an unauthorized
35909,0,access into the main computer
35910,0,picard
35911,0,who was it
35912,0,geordi
35913,0,its going to take some time
35914,0,to find out the data
35915,0,stream was rerouted through
35916,0,substations all over the ship
35917,0,picard
35918,0,what programs were accessed
35919,0,geordi
35920,0,thats what i dont get
35921,0,its mostly basic stellar
35922,0,cartography star charts
35923,0,communications protocols
35924,0,some uplinks from colony
35925,0,tracking stations its not
35926,0,even restricted material
35927,0,picard
35928,0,to worf
35929,0,set up a security program to
35930,0,detect any unusual data
35931,0,stream rerouting if it
35932,0,happens again we want to be
35933,0,ready
35934,0,geordi
35935,0,grim
35936,0,theres something else i
35937,0,was reviewing the sensor
35938,0,logs
35939,0,geordi refers to some readouts on his console
35940,0,geordi
35941,0,contd
35942,0,when the scimitar decloaked
35943,0,there was a momentary spike
35944,0,in the tertiary em band
35945,0,there youre not going to
35946,0,believe this but its
35947,0,thalaron
35948,0,picard is shocked
35949,0,int sickbay night
35950,0,picard stands concerned with beverly geordi and
35951,0,data monitors showing thalaron research are
35952,0,visible
35953,0,picard
35954,0,i thought thalaron radiation
35955,0,was theoretical
35956,0,geordi
35957,0,which is why our initial scans
35958,0,didnt pick it up but hes
35959,0,got it captain
35960,0,picard
35961,0,as i remember thalaron
35962,0,research was banned in the
35963,0,federation because of its
35964,0,bioqenic properties
35965,0,beverly
35966,0,it has the ability to consume
35967,0,organic material at the
35968,0,subatomic level i cant
35969,0,overestimate the danger of
35970,0,thalaron radiation jean luc
35971,0,a microscopic amount could
35972,0,kill every living thing on
35973,0,this ship in a matter of
35974,0,seconds
35975,0,picard
35976,0,understood keep on it i
35977,0,need to know what he has and
35978,0,how to neutralize any threat
35979,0,give me options
35980,0,picard goes data thinks for a moment
35981,0,data
35982,0,doctor will you excuse us
35983,0,for a moment geordi please
35984,0,come with me
35985,0,he and geordi head out beverly returns to some
35986,0,medical displays showing thalaron research her
35987,0,expression deeply concerned
35988,0,int enterprise picards cabin night
35989,0,picard is sitting at his desk flipping through an
35990,0,old photo album he stops and stares at one of
35991,0,the pictures deeply troubled we finally see the
35992,0,photo young jean luc picard a serious unsmiling
35993,0,cadet at starfleet academy the face before him
35994,0,bears a disturbing resemblance to shinzon
35995,0,the door comm chirps
35996,0,picard
35997,0,come
35998,0,beverly enters
35999,0,picard
36000,0,contd
36001,0,beverly come in
36002,0,beverly
36003,0,youre working late
36004,0,she sits notes the picture of young jean luc
36005,0,picard
36006,0,remember him
36007,0,beverly
36008,0,he was a bit proud as i
36009,0,recall
36010,0,picard
36011,0,he was a damn fool selfish
36012,0,and ambitious very much in
36013,0,need of seasoning
36014,0,beverly
36015,0,he turned out all right
36016,0,he rises goes to a window gazes at the scimitar
36017,0,in the distance a beat
36018,0,picard
36019,0,i so wanted to believe
36020,0,shinzon but the thalaron
36021,0,radiation cant be explained
36022,0,away whatever hes after
36023,0,its not peace
36024,0,beverly
36025,0,is he very much like you were
36026,0,picard
36027,0,yes
36028,0,data interrupts on comm
36029,0,data
36030,0,vo on comm
36031,0,data to captain picard geordi
36032,0,and i have identified the
36033,0,source of the unauthorized
36034,0,computer access and i
36035,0,believe we have also
36036,0,discovered an opportunity to
36037,0,gain a tactical advantage
36038,0,picard
36039,0,to comm
36040,0,on my way
36041,0,beverly
36042,0,stands
36043,0,jean luc whatever you
36044,0,were right now youre the
36045,0,man youve made yourself
36046,0,hes someone else
36047,0,picard
36048,0,i wish i could believe that
36049,0,doctor
36050,0,he goes
36051,0,int enterprise turbolift morning
36052,0,deanna is alone on the turbolift then a voice
36053,0,makes her spin
36054,0,shinzon
36055,0,vo
36056,0,imzadi
36057,0,shinzon stands across from her
36058,0,deanna
36059,0,youre not here
36060,0,shinzon
36061,0,moving to her
36062,0,very logical deanna but
36063,0,your heart doesnt constrain
36064,0,itself to mere logic
36065,0,he caresses her
36066,0,your heart longs to discover
36067,0,me to know me
36068,0,he kisses her
36069,0,to leave all of this behind
36070,0,and be with me
36071,0,he pushes her against the wall with passion and
36072,0,almost violence
36073,0,deanna
36074,0,no
36075,0,shinzon
36076,0,i can feel your desire
36077,0,deanna
36078,0,she forces herself to concentrate to resist
36079,0,telepathically it is a mighty effort this
36080,0,romulan is hot and the world around her appears
36081,0,to be changing bending
36082,0,and she is momentarily in a cabin on the scimitar
36083,0,although entirely a telepathic experience it is
36084,0,as if she has actually traveled
36085,0,she sees shinzon kneeling over a small flame she
36086,0,realizes she is looking through the viceroy s
36087,0,eyes
36088,0,on the scimitar shinzon looks up at the viceroy
36089,0,deanna
36090,0,shinzon
36091,0,i can feel your hunger to know
36092,0,the reman ways the old
36093,0,ways
36094,0,then the world changes again
36095,0,deanna is on the turbolift shinzon is pressed
36096,0,against her whispering
36097,0,shinzon
36098,0,dont fear what you desire
36099,0,she forces him away from her and
36100,0,she is alone she sinks to her knees overcome with
36101,0,emotion
36102,0,int scimitar viceroys cabin following
36103,0,the viceroy in a kind of trace kneels before a
36104,0,small flame shinzon kneels across from him the
36105,0,viceroy raises his head
36106,0,viceroy
36107,0,the bond is broken
36108,0,shinzon
36109,0,find her again
36110,0,viceroy
36111,0,no this is wasting time
36112,0,shinzon
36113,0,do as i tell you
36114,0,a reman officer interrupts on comm
36115,0,reman officer
36116,0,vo
36117,0,praetor weve received the
36118,0,transponder signal
36119,0,shinzon
36120,0,to comm
36121,0,on my way
36122,0,he begins to go but suddenly stops a wave of
36123,0,illness overtaking him
36124,0,the viceroy puts his hand on shinzons chest a
36125,0,strange i moment as the viceroy shuts his eyes and
36126,0,feels shinzons chest his mind probing
36127,0,then the viceroy looks up at him grim
36128,0,viceroy
36129,0,its accelerating you have no
36130,0,more time for games
36131,0,shinzon
36132,0,have the doctors prepare ill
36133,0,be on the bridge
36134,0,he goes
36135,0,int scimitar bridge day
36136,0,shinzon stands with some reman engineers
36137,0,shinzon
36138,0,transport
36139,0,an engineer activates a transporter and the b
36140,0,materializes
36141,0,shinzon
36142,0,welcome home
36143,0,to engineers
36144,0,begin the download
36145,0,reman engineers go to the b and open the panel in
36146,0,his neck begin connecting computer conduits to
36147,0,the extra memory port we saw earlier
36148,0,note although the audience will not know it yet
36149,0,this is actually data pretending to be the b
36150,0,shinzon goes to a replicator unit and orders
36151,0,shinzon
36152,0,tea hot
36153,0,a cup of tea appears he takes it and sips as he
36154,0,watches his engineers connecting the conduits to
36155,0,the b
36156,0,int enterprise sickbay day
36157,0,beverly is scanning deanna picard and riker watch
36158,0,concerned
36159,0,beverly
36160,0,aside from slightly elevated
36161,0,adrenalin and serotonin levels
36162,0,youre completely normal
36163,0,picard
36164,0,gently
36165,0,can you describe it deanna
36166,0,she looks at picard tears in her eyes
36167,0,deanna
36168,0,it was a violation
36169,0,riker takes her hand
36170,0,deanna
36171,0,with difficulty
36172,0,shinzons viceroy seems to
36173,0,have the ability to reach into
36174,0,my thoughts ive become a
36175,0,liability i request to be
36176,0,relieved of my duties
36177,0,picard
36178,0,permission denied if you can
36179,0,possibly endure any more of
36180,0,these assaults i need you at
36181,0,my side now more than ever
36182,0,i
36183,0,but before the words are out of his mouth he
36184,0,begins to dematerialize
36185,0,riker
36186,0,to comm
36187,0,worf raise shields
36188,0,but picard is gone
36189,0,ext over romulus space
36190,0,
36191,0,the scimitar cloaks
36192,0,
36193,0,int scimitar brig night
36194,0,picard stands in the reman brig his communicator pin
36195,0,has been removed
36196,0,beyond the security force field a ghoulish medical
36197,0,apparatus is being prepared a metal chair with laser
36198,0,scalpels iv tubes and hyposprays connected to it
36199,0,reman doctors work over the mysterious chair
36200,0,shinzon enters with the b following shinzon stands
36201,0,on the other side of the force field
36202,0,picard notices something immediately tiny veins are
36203,0,now visible on shinzons face the faintest sign of
36204,0,an intricate spiderweb pattern of pale blue veins
36205,0,shinzon
36206,0,hello jean luc
36207,0,picard
36208,0,why am i here
36209,0,shinzon
36210,0,i was lonely
36211,0,shinzon realizes picard is staring at the veins on
36212,0,his face
36213,0,shinzon
36214,0,contd
36215,0,perhaps im not aging as well
36216,0,as you did
36217,0,he nods to a guard the guard deactivates the force
36218,0,field a reman doctor enters and raises a hypospray
36219,0,toward picard
36220,0,picard
36221,0,resists
36222,0,what are you doing
36223,0,shinzon
36224,0,i need a sample of your blood
36225,0,what do your borg friends say
36226,0,resistance is futile
36227,0,maniacal laugh
36228,0,the doctor takes a quick sample of picards blood as
36229,0,picard glances to the b
36230,0,shinzon
36231,0,yes the bait you couldnt
36232,0,refuse i learned there might
36233,0,be an existing prototype from
36234,0,a cardassian historian then
36235,0,went to a great deal of
36236,0,trouble to find it and
36237,0,scatter it about on kolarus
36238,0,iii i knew it would pique
36239,0,your curiosity and conven
36240,0,iently make the enterprise
36241,0,the closest ship to romulus
36242,0,when i contacted starfleet
36243,0,the reman doctor leaves the cell the force field is
36244,0,reactivated the doctor goes to the mysterious
36245,0,medical apparatus and analyzes picards blood as
36246,0,picard
36247,0,all of this so you could
36248,0,capture me
36249,0,shinzon
36250,0,dont be so vain after we
36251,0,found it we made a few
36252,0,modifications an extra memory
36253,0,port a hidden transponder
36254,0,perhaps your eyes will be a
36255,0,bit less confident when you
36256,0,learn ive gained access to
36257,0,starfleets communications
36258,0,protocols i now know the
36259,0,location of your entire
36260,0,fleet
36261,0,to b
36262,0,you may go
36263,0,b
36264,0,where
36265,0,shinzon
36266,0,out of my sight
36267,0,the b obediently leaves the room as
36268,0,shinzon
36269,0,maybe ill train it to do
36270,0,little tricks for me like your
36271,0,robot does or maybe i ll
36272,0,snap its ugly head off
36273,0,picard
36274,0,whats this all about
36275,0,shinzon
36276,0,its about destiny picard
36277,0,about a reman outcast who
36278,0,picard
36279,0,youre not reman
36280,0,shinzon
36281,0,and im not quite human so
36282,0,what am i what do you see
36283,0,peering at picard
36284,0,deeply
36285,0,do you see a life you might
36286,0,have led lost youth never
36287,0,to be recaptured
36288,0,picard
36289,0,i see a young man trying
36290,0,desperately to deny who he is
36291,0,shinzon
36292,0,i see an old man set in his
36293,0,ways afraid to live without
36294,0,a uniform to prop him up and
36295,0,a starfleet regulation to
36296,0,tell him what to do i see
36297,0,the man i will never be
36298,0,picard
36299,0,i wont defend my life to you
36300,0,shinzon
36301,0,my life is meaningless as
36302,0,long as youre alive what am
36303,0,i while you exist a shadow
36304,0,an enigma
36305,0,picard
36306,0,stern
36307,0,if your issues are with me
36308,0,this has nothing to do with
36309,0,my ship and nothing to do
36310,0,with the federation
36311,0,shinzon
36312,0,oh but it does we will no
36313,0,longer bow like slaves before
36314,0,anyone not the romulans and
36315,0,not your mighty federation
36316,0,were a race bred for war
36317,0,for conquest
36318,0,picard
36319,0,think about what youre doing
36320,0,shinzon are you ready to
36321,0,plunge the entire quadrant
36322,0,into war to satisfy your own
36323,0,personal demons
36324,0,shinzon
36325,0,it amazes me how little you
36326,0,know yourself
36327,0,picard
36328,0,im incapable of such an act
36329,0,and so are you
36330,0,shinzon
36331,0,i think the facts speak for
36332,0,themselves the same noble
36333,0,picard blood runs in our
36334,0,veins had you lived my life
36335,0,youd be doing exactly as i
36336,0,am look in the mirror and
36337,0,see yourself
36338,0,shinzon looks at him deeply
36339,0,shinzon
36340,0,consider that captain i can
36341,0,think of no greater i torment
36342,0,for you
36343,0,he turns to go
36344,0,picard
36345,0,its a mirror for you as well
36346,0,shinzon turns back to him
36347,0,a beat picard gazes at him evenly
36348,0,picards probing gaze makes shinzon a bit uneasy he
36349,0,glances to the ghoulish medical preparations
36350,0,shinzon
36351,0,not for long captain
36352,0,back to picard
36353,0,im afraid you wont survive
36354,0,to witness the victory of the
36355,0,echo over the voice
36356,0,he goes
36357,0,int enterprise bridge night
36358,0,the ship is on red alert worf stands at tactical
36359,0,muscles coiled hungry for action
36360,0,worf
36361,0,no response to our hails
36362,0,geordi is hard at work at the science station riker
36363,0,stands over him
36364,0,geordi
36365,0,frustrated
36366,0,his cloak is perfect no
36367,0,tachyon emissions no
36368,0,residual antiprotons
36369,0,riker
36370,0,keep at it geordi find a
36371,0,way in
36372,0,beverly arrives on the bridge urgent she carries a
36373,0,medical padd
36374,0,beverly
36375,0,will i need to talk to you
36376,0,int scimitar brig night
36377,0,picard stands in his cell peering at the edges of
36378,0,the security force field trying to spot any weakness
36379,0,then the b enters the brig he holds a reman
36380,0,disruptor weapon
36381,0,b
36382,0,to reman guard
36383,0,i am to take the prisoner to
36384,0,the praetor
36385,0,the reman guard deactivates the force field
36386,0,b
36387,0,if you resist i will
36388,0,incapacitate you
36389,0,he leads picard out
36390,0,int scimitar corridors following
36391,0,the b leads picard through the dark corridors
36392,0,holding the disruptor on him steadily all the
36393,0,remans they pass glare at picard with undisguised
36394,0,loathing
36395,0,the viceroy approaches stops before them
36396,0,viceroy
36397,0,to b
36398,0,where are you taking him
36399,0,b
36400,0,praetor shinzon wants him on
36401,0,the bridge
36402,0,the viceroy turns his malevolent gaze on picard
36403,0,viceroy
36404,0,so human youve met your
36405,0,better self
36406,0,picard
36407,0,what are you doing to
36408,0,counsellor troi
36409,0,viceroy
36410,0,im preparing her for shinzon
36411,0,to sooth him as she soothes
36412,0,you to stand at his side as
36413,0,she does at yours
36414,0,picard
36415,0,that will never happen
36416,0,viceroy
36417,0,listen to him android such
36418,0,a small and weak creature
36419,0,yet he roars so valiantly
36420,0,he raises one taloned claw and puts a sharp fingernail
36421,0,on picards chest
36422,0,viceroy
36423,0,contd
36424,0,it would take me but an
36425,0,instant to tear that valiant
36426,0,heart from your chest
36427,0,picard
36428,0,therell be another after me
36429,0,and another after that
36430,0,youll find were a resilient
36431,0,species
36432,0,viceroy
36433,0,i look forward to the sport
36434,0,to the b harshly
36435,0,take him
36436,0,the b prods picards back roughly with the disruptor
36437,0,picard grimaces in pain
36438,0,b
36439,0,move
36440,0,the viceroy continues away down the corridor the b
36441,0,leads picard along
36442,0,picard
36443,0,whispers
36444,0,be careful of overplaying
36445,0,your part commander
36446,0,and the audience now realizes it is data pretending
36447,0,to be the b and rejoices
36448,0,data
36449,0,sorry sir i thought it
36450,0,added a touch of reality to
36451,0,the performance
36452,0,they are silent as they pass a few reman guards then
36453,0,data
36454,0,my mission was a success
36455,0,sir i have discovered the
36456,0,source of the thalaron
36457,0,radiation
36458,0,picard
36459,0,good work the download
36460,0,data
36461,0,he believes he has our
36462,0,communications protocols but
36463,0,they will give him inaccurate
36464,0,locations for all starfleet
36465,0,vessels
36466,0,data assumes the bs posture again as they pass some
36467,0,reman warriors
36468,0,data
36469,0,move puny human animal
36470,0,they pass the warriors
36471,0,picard
36472,0,a bit less florid data
36473,0,data
36474,0,aye sir this way
36475,0,he leads picard down the corridor
36476,0,int scimitar generation chamber night
36477,0,data leads picard into a massive chamber that soars
36478,0,up like a cathedral it is the size of a small town
36479,0,the whole cavernous chamber pulses with glowing
36480,0,green light
36481,0,data
36482,0,this entire ship is
36483,0,essentially a flying
36484,0,thalaron generator
36485,0,pointing up
36486,0,all its power relays lead to
36487,0,that device
36488,0,high above them at the very top of the chamber is
36489,0,a gigantic version of the spiderweapon we saw kill
36490,0,all the romulan senators before it is breathtaking
36491,0,picard
36492,0,a weapon
36493,0,data
36494,0,it would appear so
36495,0,data rotates his left hand and then slides it
36496,0,forward exposing a hidden compartment in his wrist
36497,0,he removes a small silver disc this is a cool new
36498,0,piece of federation technology called an etu
36499,0,emergency transport unit
36500,0,data
36501,0,geordi equipped me with the
36502,0,prototype for the emergency
36503,0,transport unit i recommend
36504,0,you use it to return to the
36505,0,enterprise
36506,0,picard
36507,0,itll only work for one of us
36508,0,data
36509,0,yes sir
36510,0,picard
36511,0,well find a way off together
36512,0,recommendations
36513,0,data
36514,0,there is a shuttlebay
36515,0,meters from our current
36516,0,location
36517,0,data inserts the etu back into his wrist and they
36518,0,leave the chamber
36519,0,int scimitar bridge night
36520,0,
36521,0,the viceroy arrives on the bridge stops
36522,0,viceroy
36523,0,wheres picard
36524,0,shinzon looks at him confused
36525,0,int scimitar corridors night
36526,0,security alert klaxons suddenly begin to howl and
36527,0,harsh reman commands are broadcast through the
36528,0,corridors
36529,0,data
36530,0,this way sir
36531,0,they sprint down the twisting dark corridors
36532,0,reman warriors suddenly appear before them data
36533,0,fires the disruptor as picard launches himself into
36534,0,them
36535,0,a fight picard uses a dazzlinq series of starfleet
36536,0,handtohand maneuvers he dramatically subdues
36537,0,the remans
36538,0,more reman warriors appear down the corridor picard
36539,0,grabs a disruptor
36540,0,and instantly spins to fire a blazing disruptor a
36541,0,battle break out in the corridor the energy beams
36542,0,and explosions illuminating the violent fire fight
36543,0,in strobelike bursts
36544,0,they run to another corridor and finally arrive at
36545,0,the shuttlebay door it does not open
36546,0,data
36547,0,looking at door
36548,0,security panel
36549,0,it seems to have an encrypted
36550,0,security system
36551,0,reman warriors are closing in on them
36552,0,data tosses his disruptor to picard picard catches
