Value,Input
1,poe good thinking chewie finn we can boulder these ties
1,finn i was just thinking that ha get us back to base
1,poe how thick do you think that ice wall is
1,grunts
1,finn grunts
1,finn poe
1,poe i know i know
1,finn what are you dong
1,poe lightspeed skipping
1,finn how do you know how to do that
1,chewie groans
1,poe yeah well reys not here is she
1,alarm wails
1,poe last jump maybe forever
1,klaud screams
1,poe hold on
1,ext ajan kloss  jungle  day
1,animals chittering in distance as she  s practicing using the force with leia training her
1,rey softly be with me be with me be with me opens her eyes they  re not with me ugh
1,leia rey be patient
1,rey sighs i  m starting to think it isnt impossible to hear the voices of the jedi who came before
1,leia nothings impossible
1,rey nothings impossible i  m going to run the training course
1,panting
1,grunting
1,soft chime
1,soft chime
1,grunts
1,grunting
1,groans
1,panting
1,screams
1,rey gasps
1,young rey no
1,kylo ren echoing join me
1,darth vader join me
1,luke ben no you killed him
1,han ben
1,whimpering softly
1,bb chirping
1,rey bb im so sorry i didn   finish the training course got distracted i  m just not feeling myself i know it looks it looks like i  m making excuses
1,leia don   tell me what things look like tell me what they are
1,rey i think i  m just tired that  s all
1,kaydel ko connix general the falcon still hasnt arrived commanders asking for guidance
1,rey hands back luke  s lightsaber to leia
1,rey i will earn your brother  s saber one day
1,bb chirping
1,rey no you can   do it for me
1,leia never underestimate a droid
1,leia walks off
1,rey yes master
1,man giving instructions
1,nimi chireen rey falcons back
1,all clamoring
1,man come on get over here
1,man  i need a fire crew here and another one in the back go go
1,woman coming
1,poe its on fire
1,bb whines
1,poe whole things on fire all of it its on fire
1,rey hey
1,poe hey
1,rey theres a spy
1,poe really could have used your help out there
1,rey how did it go
1,poe really bad actually really bad
1,rey han  s ship
1,referring to bb
1,poe whatd you do to the droid
1,rey whatd you do the falcon
1,poe the falcon  s in a lot better shape than he is
1,rey bbs not on fire
1,poe what  s left of him isn   on fire
1,rey tell me what happened
1,poe you tell me first
1,rey you know what you are
1,poe dameron what
1,rey you  re difficult really difficult you  re a difficult man
1,poe dameron you you are
1,finn rey
1,rey finn oh
1,bb chirps
1,rey you made it back
1,finn yeah barely
1,rey so bad mood
1,finn me
1,points to poe
1,rey him
1,finn always
1,rey do we have a spy
1,finn well
1,chewie grunts
1,rey you lightspeed skipped
1,poe yeah well it got us back here didnt it
1,rey poe the compressors down
1,poe oh i know i was there
1,finn every time
1,rey you cant lightspeed skip the falcon
1,poe actually it turns out you can
1,finn all right guys we just landed okay
1,rey what happened
1,poe bad news thats what happened
1,rey no spy
1,poe no spy
1,rey did we make contact with a spy or not
1,finn theres a mole in the first order and they sent us a message
1,poe you dropped a tree on him
1,rey you blew both subalternators
1,poe well you know what maybe you shouldve been out there with us
1,rey you know i want to be out there with you
1,poe yeah but youre not youre here training for what youre the best fighter we have we need you out there not here junior get r into reconditioning
1,finn its true
1,rey whats the message
1,poe we  ve decoded the intel from the first order spy and it confirms the worst sighs somehow palpatine returned
1,all gasp murmuring
1,rose wait do we believe this
1,aftab it cannot be the emperors dead
1,beaumont dark science cloning secrets only the sith knew
1,referring to palpatine
1,poe he  s been planning his revenge his followers have been building something for years the largest fleet the galaxy has ever known he calls it the final order in  hours attacks on all free worlds begin
1,chewie groans
1,poe the emperor and his fleet have been hiding in the unknown regions on a world called exegol
1,rd chirps frantically
1,cpo exegol does not appear on any star chart but legend describes it as a hidden world of the sith
1,beaumont there were always whispers of his hunger to cheat death
1,poe so palpatine  s been out there all the time pulling the strings
1,leia always in the shadows from the very beginning
1,maz if we want to stop him we must find him must find exegol
1,rey general can i speak with you i know how to get to exegol
1,leia tell me
1,rey luke searched for it for a long time he nearly found it
1,referring to luke  s notes
1,rey there are ciphers here i can   read but he said to get there you need one of these a sith wayfinder they  re compasses that lead the way to exegol to stop what we both know is coming i need to finish what luke started find exegol find the emperor
1,leia no
1,rey i don   want to go without your blessing but i will
1,leia just looks at her
1,rey i will it  s what you would do
1,poe so you got her up and running
1,rey you were right before im going to pick up lukes search for exegol im going to start where his trail went cold the forbidden desert of pasaana
1,after rey  s told them she  s going to look for exegol
1,poe yeah i know we  re going with you
1,he walks towards the falcon
1,poe chewie you get that compressor fixed
1,chewie grunts
1,rey i need to go alone
1,finn yeah alone with friends
1,rey it  s too dangerous finn
1,finn we go together
1,chewie grunts
1,bb chirping
1,cpo i wholeheartedly agree
1,rey smiles chuckling softly
1,finn rose last chance
1,rose the general asked me to study the specs of the old destroyers so we can stop the fleet if you find it
1,finn if
1,rose chuckles softly when
1,finn when
1,poe hey we should get going what is it
1,rey nothing
1,as he  s setting off to go off with rey finn and poe
1,cpo in the event that i do not return i want you to know that you have been a real friend r my best one in fact
1,rd chirps happily
1,rey there  s so much i want to tell you
1,leia tell me when you get back
1,she gives rey luke  s lightsaber and rey embraces her affectionately
1,rey sniffles
1,leia rey never be afraid of who you are
1,grunts
1,rey it is
1,muttering
1,continues muttering
1,stormtrooper  knights of ren
1,stormtrooper  ghouls
1,kylo ren we have a spy in our ranks who just sent a message to the resistance whoever this traitor is wont stop us with what ive seen on exegol the first order is about to become a true empire
1,pause
1,kylo ren i sense unease about my appearance general hux
1,armitage hux about the mask no sir well done
1,bellava parnadee i like it
1,domaric quinn forgive me sir but these allies on exegol they sound like a cult conjurers and soothsayers
1,enric pryde theyve conjured legions of star destroyers the sith fleet will increase our resources fold such range and power will correct the error of starkiller base
1,amret engell well need to increase recruitments harvest more of the galaxys young
1,domaric quinn this fleet what is it a gift what is he asking for in return
1,choking
1,kylo ren prepare to crush any worlds that defy us my knights and i are going hunting for the scavenger
1,poe you sure this is it
1,cpo these are the exact coordinates that master luke left behind
1,upbeat folk music playing
1,crowd cheering
1,poe what is this
1,cpo the acky acky festival of the ancestors this celebration occurs only once every  years
1,finn well thats lucky
1,cpo lucky indeed this festival is known for both its colorful kites and its delectable sweets
1,upbeat folk music continues
1,lighthearted chanting
1,all chanting rhythmically
1,rey ive never seen anything like this
1,finn ive never seen so few wayfinders
1,poe theres always random first order patrols in crowds like these so keep your heads down chewie
1,chewie grunting
1,upbeat folk music continues
1,baby alien gurgling
1,poe lets split up see what the locals know
1,male alien urging
1,creature grunting
1,male alien telling story in alien language
1,little aliens giggling
1,translating for the female alien they  ve encountered
1,cpo she is saying welcome
1,female alien speaking alien language
1,the alien gives rey a necklace and puts it around her neck
1,cpo her name is nambi ghima
1,rey that  s an excellent name i  m rey
1,speaks alien language
1,cpo she would be honored to know your family name too
1,pause
1,rey i don   have one i  m just rey
1,quiet rumbling
1,music and chatter quiet
1,kylo reaches rey through their force bond
1,kylo ren palpatine wants you dead
1,rey serving another master
1,kylo ren no i have other plans i offered you my hand once you wanted to take it why didn   you
1,rey you couldve killed me why didn   you
1,kylo ren you can   hide rey not from me
1,rey i see through the cracks in your mask you  re haunted you can   stop seeing what you did to your father
1,kylo ren do you still count the days since your parents left such pain in you such anger i don   want to have to kill you i  m going to find you and i  m going to turn you to the dark side when i offer you my hand again you  ll take it
1,rey we  ll see
1,kylo suddenly reaches out and grabs the necklace nambi gave her
1,chatter resumes
1,panting
1,poe has he seen him
1,rey we have to go back to the falcon now
1,finn why
1,rey its ren
1,tishra kandia sir weve had this analyzed it comes from the middian system pasaana forbidden valley
1,kylo ren prepare my ship alert the local troops send a division
1,enric pryde yes supreme leader
1,stormtrooper freeze hold it right there ive located the resistance fugitives all units report
1,groans
1,man follow me hurry leia sent me a transmission
1,man speaks alien language
1,kaloneokay
1,after a masked man helps them to escape from a stormtrooper
1,finn howd you find us
1,the man takes off his mask to reveal himself to be lando calrissian now 
1,lando wookies standout in a crowd
1,chewie moans
1,laughs
1,bb chirps
1,lando its good to see you too old buddy
1,cpo this is general lando calrissian
1,rey we know who he is po
1,finn it is an honor general
1,poe general calrissian were looking for exegol
1,lando of course you are only  were made
1,rey a sith wayfinder
1,bb chirps
1,rey luke skywalker came here to find one
1,lando chuckles i know i was with him luke and i were tailing an old jedi hunting ochi of bestoon he was carrying a clue that could lead to a wayfinder we followed his ship halfway across the galaxy here when we got to his ship it was abandoned no clue no wayfinder
1,rey is ochis ship still here
1,lando its out in the desert where he left it
1,rey we need to get to that ship search for it
1,engines whirring in distance
1,lando i got a bad feeling about this ochis ship is out past lurch canyon go
1,poe thank you general
1,grunts softly
1,lando you too chewie
1,rey leia needs pilots general
1,lando my flying days are long gone but do me a favor give leia my love
1,rey you should give it to her yourself thank you
1,rey leaves
1,poe there those speeders
1,speeder powers up
1,finn how do you know how to do that
1,cpo no need to worry i made it
1,male aliens exclaiming and shouting
1,poe we got to go
1,stormtrooper into comlink we spotted the fugitives
1,finn yelps
1,grunts
1,bb chirping
1,we see the rebels being chased by stormtroopers who are also using jetpacks to fly
1,chewie grunts
1,cpo oh they fly now
1,finn they fly now
1,poe they fly now did we lose them
1,finn looks like it
1,cpo excellent job sir terrible job sir
1,bb chirping
1,rey not now bb
1,screams
1,rey never underestimate a droid
1,grunts
1,finn poe
1,yelps
1,screams
1,finn whoo
1,poe yeah laughs
1,cpo right ho
1,groaning
1,rey ochis ship ive seen that ship before
1,poe rey
1,finn you get all of them
1,rey screams
1,all yelling
1,chewie groans
1,rey grunts
1,engine whining
1,grunting
1,poe what the hell is this
1,bb chirps frantically
1,as they are sinking in through the quicksand
1,rey sinking fields try to grab something
1,cpo will this agony ever end
1,poe come on
1,rey bb no
1,bb chirps in panic
1,finn rey rey i never told you
1,rey what finn
1,they all sink
1,muffled chirping
1,woman giving instructions
1,snap general were getting reports of a raid at the festival of ancestors
1,leia this mission is everything we cannot fail any words from rey
1,snap falcon  s not responding
1,rose do you have to say it like that
1,snap like what
1,leia do me a personal favor be optimistic
1,snap yes ma  am uh this is this is terrific you  re not going to believe how well this is going to turn out
1,rose sighs turns and walks away
1,snap it  s going to be great
1,bb chirping
1,after they sink in through the sand and end up in underground tunnels
1,poe groaning
1,spits
1,poe rey finn
1,cpo you didn   say my name sir but i  m all right
1,muffled grunting
1,poe you all right
1,rey yeah wheres finn
1,poe wheres chewie
1,chewie groaning
1,finn im good
1,cpo ah master finn
1,after they end up in the underground tunnels
1,finn what is this place
1,cpo this isn   the afterlife is it are droids allowed in here
1,poe i thought we were goners
1,cpo we might still be
1,finn which way out
1,rey we have to hurry so what was it
1,finn what
1,rey what you were going to tell me
1,finn when
1,rey when you were sinking in the sand you said i never told you
1,finn i  ll tell you later
1,poe you mean when poe  s not here
1,finn yeah mmhmm
1,poe we  re going to die in sand burrows and we  re all keeping secrets
1,finn i  ll tell you when you tell us about all that shifty stuff you do
1,chewie grunts
1,poe i dont want to know what made these tunnels
1,cpo judging by the circumference of the tunnel walls
1,poe i said i do not want to know not whats that
1,finn is that a speeder
1,rey what an old one
1,cpo perhaps we will find the driver
1,bb chirping
1,poe yep bb i think dead too
1,cpo oh my a hex charm
1,poe a what
1,cpo a common emblem of sith loyalists
1,rey sith
1,finn this was ochis
1,rey luke sensed it ochi never left this place
1,finn and he ended up down here
1,poe he was headed for his ship same thing happened to us happened to him
1,finn so how did ochi get out
1,rey he didnt
1,chewie groans
1,after they find ochi  s bones in the underground tunnel
1,finn no he didnt
1,poe bones i don   like bones
1,cpo bones never a good sign
1,bb chirping
1,rey yeah i see it
1,after finding the dagger in the underground tunnel
1,woman whimpers
1,rey whispers horrible things have happened with this
1,poe theres writing on it
1,cpo perhaps i can translate oh the location of the wayfinder has been inscribed upon this dagger it  s the clue that master luke was looking for
1,poe and
1,finn where  s the wayfinder
1,cpo i am afraid i cannot tell you
1,poe  fazillion languages and you can   read that
1,cpo oh i have read it sir i know exactly where the wayfinder is unfortunately it is written in the runic language of the sith
1,rey so what
1,cpo my programming forbids me from translating it
1,poe so you  re telling us the one time we need you to talk you can  
1,cpo irony sir i am mechanically incapable of speaking translations from sith i believe the rule was passed by the senate of the old republic
1,just then a giant sand worm appears behind cpo
1,bb yelps
1,snarling
1,cpo serpent serpent serpent
1,rey panting
1,bb chirps softly
1,creature growls
1,finn rey
1,hissing
1,snarling
1,poe finn
1,finn shh
1,creature growls softly
1,hissing
1,poe im going to blast it
1,finn dont blast it
1,growls softly
1,rey breathing nervously
1,groaning
1,breathing deeply
1,creature moans
1,after rey healing the sand worm that was about to attack them
1,creature chitters softly
1,poe sighing with relief
1,bb chirps
1,rey i just transferred a bit of life force energy from me to him
1,bb chirps
1,rey you wouldve done the same
1,after leaving the underground tunnel
1,cpo we cannot possibly fly in that old wreck  poe we got to keep moving find someone who can translate that dagger like a helpful droid
1,cpo i suggest we return to the millennium falcon at once
1,poe they  ll be waiting for us at the falcon
1,finn yeah they  ll throw us in the pits of griq
1,poe yeah and use you as a target droid
1,cpo you both make excellent points at times
1,finn what is it
1,rey ill be right behind you its okay
1,poe lets see what we got lets get those converters fired up
1,cpo shudders what a filthy ship
1,ship powering up
1,poe look at that
1,finn where is she
1,poe finn help me out over here
1,finn chewie tell rey we got to go
1,grunts
1,panting
1,engine roaring in distance
1,poe whats she doing where the hells chewie
1,finn its ren
1,indistinct chatter in distance
1,stormtrooper all right lets go get in the transport
1,stormtrooper  move animal
1,breathing heavily
1,engine roaring in distance
1,rey panting
1,alarm wailing
1,metal screeching
1,engine whining
1,finn rey rey
1,engine whirring
1,finn they got chewie they got him
1,grunting
1,straining
1,panting
1,grunts
1,after rey accidentally destroys the first order transport that had captured chewie with force lightning
1,rey chewie
1,finn no
1,gasping
1,poe rey we got to go theyre coming
1,finn rey come on
1,breathing shakily
1,finn rey
1,poe we got to go
1,rey whispers chewie
1,finn rey come on
1,gasping
1,rey i lost control
1,finn it wasn   your fault
1,rey it was
1,finn no it was ren he made you do it
1,rey chewie  s gone that power came from me finn there are things you don   know
1,finn then tell me
1,pause breathing shakily
1,rey i uh had a vision of the throne of the sith and who was on it
1,finn ren
1,rey inhales sharply and me
1,armitage hux we recovered the scavengers ship but she got away under the command of the knights of ren we suffered losses a transport was destroyed
1,enric pryde ive seen the report that all
1,armitage hux no alligiant general there was another transport in the desert it brought back a valuable prisoner
1,enric pryde prisoner
1,chewie groaning
1,armitage hux the beast used to fly with han solo
1,roars
1,enric pryde take it to interrogation 
1,stormtrooper move it
1,poe weve only got  hours left so what are we going to do
1,finn what can we do we got to go back to base
1,poe we don   have time to go back we are not giving up if we do that chewie died for nothing
1,finn poe chewie had the dagger
1,poe well then we got to find another way
1,finn well there isn   that was the only clue to the wayfinder thing and it  s gone
1,cpo so true the inscription lives only in my memory now
1,poe hold on the inscription that was on the dagger is in your memory
1,cpo yes master poe but the translation from a forbidden language cannot be retrieved that is short of a complete redacted memory bypass
1,finn a complete what
1,cpo it  s a terribly dangerous and sinful act performed on unwitting droids by dregs and criminals
1,finn let  s do that
1,poe i know a black market droidsmith
1,cpo black market droidsmith
1,poe but hes on kijimi
1,finn whats wrong with kijimi
1,poe i had a little bad luck on kijimi but if this mission fails it  s all been for nothing all we  ve done all this time
1,finn we  re all in this looks over to rey until the end
1,rey takes his hand
1,rey for chewie
1,finn holds his hand to poe
1,poe hands
1,finn hands
1,poe takes his hand
1,poe for chewie kijimi
1,cpo comes over and takes poe  s hand
1,bb chirps softly
1,bb chirps
1,powering up
1,do battery charged hello
1,bb chirping
1,do hello
1,rey hello
1,do no no thank you
1,bb chirping
1,rey looks like someone treated him badly its all right youre with us now
1,bb chirps softly
1,after they arrive on kijimi
1,announcer on pa uatt walker patrol head down thoroughfare 
1,alarm wailing
1,banging on door
1,angry chatter
1,stormtrooper open up youre wanted for questioning
1,banging on door
1,stormtrooper  check this side of the street
1,alien speaks alien language
1,alien gasps
1,stormtrooper  door is locked move on to the next one
1,stormtrooper  give me regular reports please
1,stormtrooper  you up against the wall show me your identification wheres your identification
1,poe theyre everywhere
1,woman shouts
1,woman please leave her alone she didnt do anything
1,poe alright i know what we should do
1,cpo so do i we should leave
1,poe clam it po follow me all right lets head down this way
1,as they bump into zorii bliss on kijimi
1,zorii heard you were spotted at monks gate thought hes not stupid enough to come back here
1,poe oh youd be surprised
1,rey whos this
1,finn whats going on
1,poe guys this is zorii zorii this is rey and finn
1,zorii i could pull this trigger right now
1,poe ive seen you do worse
1,zorii for a lot less
1,poe can we just uh talk about this
1,zorii i want to see your brains in the snow
1,poe so you  re still mad zorii we could use your help we got to crack this droid  s head open and fast
1,cpo pardon me
1,poe we  re trying to find babu frik
1,zorii babu babu only works with the crew that  s not you anymore
1,rey what crew
1,zorii oh funny he never mentioned it your friend  s old job was running spice
1,finn you were a spice runner
1,poe you were a stormtrooper
1,rey were you a spice runner
1,poe were you a scavenger we could do this all night
1,zorii you dont have all night you know im still digging out of the hole you put me in when you left to join the resistance you youre the one theyre looking for bounty for her just might cover us djakkankah
1,poe dont djakkankah
1,all grunting
1,both panting
1,rey we could really use your help please
1,zorii not that you care continues panting  but i think youre okay
1,rey i care
1,stormtrooper  ts online yet
1,stormtrooper  yes sir scouting the perimeter
1,zorii walkers stay close by
1,finn poe dameron spice runner runner of spice
1,poe all right
1,finn get your spice
1,rey come on po
1,cpo oh
1,zorii babus in the back
1,indistinct chatter and laughter
1,upbeat fusion music playing
1,alien speaks alien language
1,cpo dont mind us
1,as po is having his memory unlocked
1,cpo i haven   the faintest idea why i agreed to this i must be malfunctioning i must be malfunctioning
1,rey babu frik can you help us with this
1,speaking alien language
1,rey zorii is this going to work
1,zorri and babu frik conversing alien language
1,zorii he says hes found something in your droids forbidden memory bank words translated from sith
1,rey thats it
1,finn yeah thats what we need
1,zorii who are you hanging out with that speaks sith
1,referring to po
1,poe can you make him babu can you make him translate it
1,zorri and babu frik conversing alien language
1,zorii translates for babu
1,zorii yes but it will cause a complete
1,cpo a complete memory wipe
1,poe wait wait wait we make him translate it he won   remember anything
1,babu droid memory go blank
1,cpo oh
1,babu blank blank
1,cpo there must be some other way
1,finn doesn   r back up your memory
1,cpo oh please r  s storage units are famously unreliable
1,rey you know the odds better than any of us do we have a choice
1,pause
1,cpo if this mission fails it was all for nothing all we  ve done all this time
1,as cpo is looking at them all before his memory gets wiped
1,poe what are you doing there po
1,cpo taking one last look sir at my friends
1,do sad
1,muffled thudding
1,babu uhoh
1,zorii night raids are going to start soon ill keep lookout
1,poe im coming with you
1,zorii scoffs you still dont trust me huh
1,poe did you ever trust me
1,zorii nope
1,laughs
1,kylo ren report general pryde
1,enric pryde theres been a development sir the knights of ren have tracked the scavenger
1,frantis griss to a settlement called kijimi
1,armitage hux shall we destroy the city supreme
1,crackling
1,babu frik muttering
1,cpo i just had the idea theres something else we could try
1,cpo powers down
1,exclaiming in alien language
1,distant explosions
1,poe how longs it been like this
1,zorii first order took most of the kids a long time ago cant stand the cries anymore ive saved up enough to get out im going to the colonies
1,poe how all those hyperlanes are blocked thats the first order captains medallion ive never seen a real one
1,zorii free passage through any blockade landing privileges any vessel
1,helmet whirs
1,zorii want to come with me
1,poe sighs i cant walk out on this war not till its over maybe it is we sent out a call for help at the battle of crait nobody came everyones so afraid theyve given up
1,zorii i dont believe you believe that hey they win by making you think youre alone remember theres more of us
1,do squeaky wheel i have a squeaky wheel squeak eliminated thank you very kind
1,rey something  s not right about all of this
1,finn hmmmm
1,rey i know where i  ve seen it the ship he was on ochi  s ship
1,finn what
1,rey the day my parents left they were on that ship
1,finn are you sure
1,door opens
1,zorii theres an incoming destroyer
1,poe we got to go now did we get it babu
1,babu droid is ready
1,spark crackles
1,cpo in robotic voice the emperors wayfinder is in the imperial vault at delta  transient  bearing  on a moon in the endor system from the southern shore only this blade tells only this blade tells
1,cpo powers down
1,whooping
1,finn the endor system where the last war ended
1,rumbling
1,finn rey
1,rey ren  s destroyer
1,poe he  s here
1,rey senses something
1,rey chewie
1,finn what about him
1,rey he  s on ren  s ship he  s alive
1,poe what how
1,rey he  s alive he mustve been on a different transport
1,finn we got to go get him
1,zorii your friends on that sky trash
1,poe i guess he is
1,after po has translated the sith message and had his memory wiped
1,cpo in normal voice might i introduce myself i am cpo human cyborg relations and you are
1,poeokay that  s going to be a problem
1,babu hello i babu frik
1,cpo why hello
1,poe po move your metal ass we  re almost there
1,cpo how dare you we  ve only just met
1,zorii poe might get you on a capital ship go help your friend
1,poe zorii i dont think i can take this
1,zorii i dont care what you think
1,poe we have to go nowcome with us
1,zorii poe
1,poe can i kiss you
1,zorii laughingly go
1,woman weve done nothing wrong
1,female stormtrooper no sudden moves what is that stop moving
1,beeps whirring
1,as they are about to go rescue chewie from kylo  s ship
1,poe medallions good clear for entrance into hangar 
1,rey hang on chewie we  re coming
1,cpo whoever this chewie person is this is madness
1,after they break into kylo  s ship and encounter two stormtroopers
1,stormtrooper credantials and manifest
1,both scream
1,female stormtrooper close the blast doors
1,rey you  stay there
1,cpo happily
1,poe which way
1,finn uh no idea follow me
1,door whirs
1,stormtrooper  drop your weapons
1,using the jedi mind trick
1,rey it  s okay that we  re here
1,they lower their weapons
1,stormtrooper  it  s okay that you  re here
1,stormtrooper  it  s good
1,rey you  re relieved that we  re here
1,stormtrooper  thank goodness you  re here
1,stormtrooper  welcome guys
1,poe to finn does she do that to us
1,rey we  re looking for a prisoner and his belongings the cameras
1,finn they said chewies this way rey come on
1,rey the dagger is on this ship we need it
1,poe why
1,rey a feeling ill meet you back at the hangar
1,finn rey you cant just
1,poe chewie
1,man whimpering
1,creature grunts
1,kylo ren search the city again shes close
1,rescuing chewie
1,finn chuckles with relief
1,chewie grunts
1,poe of course we came for you chewie
1,grunts
1,finn yeah reys here shes going to get the dagger
1,alarm blaring
1,enric pryde whose ship is this
1,finn the ships this way follow me
1,female stormtrooper over here
1,as they try to make their way back to their ship
1,finn wrong way
1,poe theres not really a right way is there
1,stormtrooper  i found them
1,female stormtrooper blast them
1,chewie grunts
1,stormtrooper  over there there they are get them
1,stormtroopers groaning
1,poe we close
1,finn straight ahead
1,female stormtrooper  blast them
1,stormtrooper  halt
1,grunts
1,chewie grunts
1,finn poe
1,poe groaning
1,finn are you okay
1,footsteps approaching
1,poe nope
1,stormtrooper  you there hands up drop your weapons now
1,stormtrooper  put your weapons down drop them
1,stormtrooper  drop them now
1,poe hey fellas
1,female stormtrooper  shut up scum
1,chewie laughs
1,rey gets the sith dagger from kylo  s quarters
1,reys mother no
1,young rey no
1,rey no
1,kylo contacts rey through their force bond
1,kylo ren rey
1,gasps
1,kylo ren wherever you are you are hard to find
1,rey you  re hard to get rid of
1,kylo ren i pushed you in the desert because i needed to see it i needed you to see it who you are i know the rest of your story rey
1,rey turns and lights up her lightsaber
1,rey quietly you  re lying
1,kylo ren i never lied to you your parents were no one they chose to be to keep you safe
1,rey don  
1,kylo ren you remember more than you say i  ve been in your head
1,rey i don   want this
1,kylo ren search your memories
1,rey no
1,grunting
1,rey attacks kylo with her lightsaber but he stops her
1,kylo ren remember them see them
1,rey then has vision of her parents
1,breathing shakily
1,reys mother my love rey be brave
1,reys father youll be safer here i promise
1,young rey come back crying no
1,grunts
1,referring to her parents
1,kylo ren they sold you to protect you
1,rey stop talking
1,kylo ren rey i know what happened to them
1,rey grunting
1,stormtrooper move it allegiant general the scavenger is not with them
1,enric pryde take them away terminate them
1,grunting
1,kylo ren tell me where you are you don   know the whole story it was palpatine who had your parents taken he was looking for you but they wouldn   say where you were so he gave the order
1,reys mother shes not on jakku shes gone
1,stabs
1,reys mother no
1,rey no
1,gasps
1,after kylo  s discovered that rey is on his destroyer
1,kylo ren so thats where you are you know why the emperor  s always wanted you dead
1,rey no
1,kylo ren i  ll come tell you
1,kylo breaks their vision bond
1,gasps
1,kylo ren she was in my quarters lock down the ship
1,after they have been captured on kylo  s destroyer and hux is about to kill them
1,armitage hux actually id like to do this myself
1,poe what were you going to tell rey before
1,finn you still on that
1,poe oh i  m sorry is this a bad time
1,chewie groaning
1,finn yeah sort of is a bad time poe
1,poe well cause later doesnt really look like an option if youre going to let something off your chest maybe nows not the worst time to
1,they start bickering then they hear the blaster going off and turn to see hux has killed the stormtroopers
1,armitage hux i  m the spy
1,poe what
1,finn you
1,armitage hux we don   have much time
1,poe i knew it
1,finn no you did not
1,stormtrooper whats your operation number
1,cpo speaks gibberish
1,stormtrooper thats not even a language
1,rey grunting
1,cpo oh dear my first laser battle
1,rey where are the others
1,cpo they havent come back
1,engine whirring in distance
1,rey find them go
1,cpo yes
1,do friends ahead
1,bb chirps
1,cpo oh yes there they are
1,as hux leads them to the falcon and is helping them to get off the destroyer
1,finn bb come on
1,armitage hux ill shut down the impeders youve got seconds
1,poe there she is shes a survivor
1,armitage hux wait wait blast me in the arm quick
1,finn what
1,armitage hux or they  ll know
1,finn blasts him in the leg instead
1,armitage hux no ahh
1,groans
1,finn why are you helping us
1,armitage hux i don   care if you win i need kylo ren to lose
1,breathing heavily
1,after kylo arrives on the destroyer and faces rey
1,rey why did the emperor come for me why did he want to kill a child tell me
1,kylo ren because he saw what you would become you don   just have power you have his power you  re his granddaughter you are a palpatine
1,rey looks shocked gasping softly
1,kylo ren my mother was the daughter of vader your father was the son of the emperor what palpatine doesn   know is we  re a dyad in the force rey  that are one
1,wind whistling
1,kylo ren we  ll kill him together and take the throne
1,breathing raggedly
1,kylo takes off his helmet
1,kylo ren you know what you need to do you know
1,he offers his hand to rey
1,rey i do
1,engine whirring
1,just then poe and the others arrive on the falcon
1,poe hold her steady finn move fast
1,finn rey come on
1,breathing heavily
1,finn come on i got you
1,grunting
1,referring to poe finn and rey  s escaping on the falcon
1,armitage hux it was a coordinated incursion allegiant general they overpowered the guards and forced me to take them to their ship
1,enric pryde i see to one of the officers get me the supreme leader
1,first order officer yes sir
1,pryde takes one of the stormtrooper  s weapons blasts hux and kills him
1,grunts
1,enric pryde tell him we found our spy
1,poe i dont know why theyre not following us but i dont trust it
1,chewie grunts
1,poe landing gears busted how busted
1,popping
1,rey sighs
1,rey all that matters is the wayfinder finding exegol
1,finn thats what were doing
1,rey he killed my mother and my father i  m going to find palpatine and destroy him
1,finn rey that doesn   sound like you
1,device turns off
1,finn rey i know you
1,rey people keep telling me they know me i  m afraid no one does
1,shuts lid
1,palpatine the jedi apprentice still lives perhaps you have betrayed me do not make me turn my fleet against you
1,kylo ren i know where she  s going she  ll never be a jedi
1,palpatine make sure of it kill her
1,they arrive at kef bir
1,device whirring
1,crashing in distance
1,wind whistling
1,do what what is that
1,rey its the death star a bad place from an old war
1,poe its going to take us years to find what were looking for
1,cpo oh dear
1,rey quietly only this blade tells the wayfinders there
1,creature braying
1,poe heads up
1,encounter jannah and her group
1,jannah rough landing
1,poe ive seen worse
1,jannah ive seen better are you resistance
1,poe that depends
1,jannah we picked up a transmission from someone named babu frik
1,cpo babu frik oh he  s one of my oldest friends
1,jannah he said youd come he said you were the last hope
1,rey we have to get to that wreck there is something inside there we need
1,jannah i can take you there by water
1,finn have you seen the water
1,jannah not now too dangerous we can go first light tomorrow
1,rey we cant wait that long we dont have the time
1,poe or the choice lets get that ship fixed do you have any spare parts
1,jannah some im jannah
1,poe im poe
1,bb chirps
1,do hello
1,brays
1,do no thank you no thank you
1,bb chirps
1,as they are trying to fix the falcon whilst on kef bir
1,cpo what a dreadful situation is every day like this for you people madness
1,poe did we ever find this volume control
1,jannah its an o but should work
1,finn thank you this is a first order part
1,jannah theres an old cruiser on the west edge stripped for parts the one we were assigned to the one we escaped in
1,finnokay wait you were first order
1,jannah not by choice we were conscripted as kids all of us i was tz stormtrooper
1,finn fn
1,jannah you
1,finn i never knew there were more
1,jannah deserters all of us here were stormtroopers we mutinied at the battle of ansett island they told us to fire on civilians we wouldn   do it we laid our weapons down
1,finn all of you
1,jannah the whole company chuckles i don   even know how it happened it wasn   a decision really it was like
1,finn an instinct feeling
1,jannah a feeling
1,finn the force the force brought me here it brought me to rey and poe
1,jannah you say that like you  re sure it  s real
1,finn it  s real i wasn   sure then but i am now
1,bb chirping
1,poe what is it buddy
1,bb continuing chirping
1,poe what do you mean you havent seen her
1,after takes a skimmer and heads towards the wayfinder by herself
1,jannah she took the skimmer
